review_id,asin,product_name,review_text,rating,labeled_issue,labeled_severity_score,labeled_risk_level
179,B07T4HGF79,"FusionTech ABC 15 laptop 15.6"", 4K UHD InfinityEdge Touch, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 1TB SSD storage, 16GB RAM, ABC7590-7565SLV-PUS",I love this computer's display quality and its sleekness. It is really rich. My biggest issue thus far is the sticking or freezing of the cursor at certain  moments while using Google classroom. This is really annoying especially at this price. I am trying to investigate what can be done to solve this problem otherwise I will have to send it back if can't resolve it myself. If it weren't for the this cursor problem it would get a higher rating.,3.0,screen,62.5,HIGH
180,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","I've included the laptop configuration to be sure. I saw one review unrelated to this specific laptop in the mix.<br /><br />New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)<br /><br />I received my laptop on 10/1. But I was too nervous about opening the package after having read several negative reviews about the trackpad. Finally, I opened the box a few days later because I was curious to see what I had bought.<br /><br />Like in several other reports, the first thing I noticed was the FusionTech returns label. So that was the first red flag. And just for that, I was ready to seal the box and send it back. But then I decided to check out the trackpad. If it turned out to be okay, then I would keep the machine.<br /><br />After powering on the laptop, I tested the trackpad in every way possible by pressing and clicking. I wanted to know if I would get the wobble or rattle effect that others have experienced. I didn't. But as I tested out the trackpad, I noticed something else--the erratic cursor movement.<br /><br />No matter how hard I tried moving the cursor, it had a mind of its own. It would not go in the directions I wanted. So I quickly Googled and found that it was also another issue others have reported. One even mentioned FusionTech sending a technician to replace the trackpad.<br /><br />I don't have an issue buying a ""refurbished"" laptop, given that the seller had stated in the descriptions clearly. But FusionTech wasn't willing to do that, of course. They needed to rid as many of the problematic units as possible. I knew the price was too low to be true. I had even compared it with the same configuration on FusionTech's website.<br /><br />Too bad. The laptop even got the thumbs up from many YouTube reviewers as one of the top-notch video editing computers. I didn't have the time to look for other potential flaws. So I packaged it the same day and sent it back.<br /><br />I finally received my refund nearly three weeks later. Not sure why it took that long to process. I vaguely remember someone else mentioning the slow refund as well.<br /><br />FusionTech has lost my confidence in buying their laptops online. So off to the other reputable sellers I go!",1.0,screen,82.5,CRITICAL
181,B07T1DTF4F,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver",My needs are simple but I wanted and agile responsive computer.  It certainly is that and the OLED screen is fantastic.,5.0,overheating,35.0,MEDIUM
182,B01N2RLP5M,"FusionTech ABC9560-5000SLV-PUS 15.6"" Ultra Thin and Light Laptop with 4K Touch Display, 7th Gen Core i5 ( up to 3.5 GHz), 8GB, 256GB SSD, Nvidia Gaming GTX 1050, Aluminum Chassis","I use this as my main system for video editing and desktop software development.  The screen and keyboard are enjoyable to use, and the processor and video card are more than adequate.  Battery life is fine for my needs.  I swapped out the RAM to get 32 GB, which makes a big difference in responsiveness, especially since I regularly use multiple desktops.  My only qualms are that it takes a while to wake up from sleep, and the fingerprint reader often doesn't recognize my fingerprint.  And sometimes the trackpad is a little stiff to press.  But overall a very good laptop, especially for the price.",5.0,battery,42.5,MEDIUM
183,B084MP94MF,"FusionTech Worktop 2020 Premium 17.3” FHD Laptop Computer, 4-Core Intel i7-1065G7 1.3 GHz, 32GB RAM, 512GB SSD + 2TB HDD, 2GB NVIDIA GeForce MX230, DVD, Webcam, Wi-Fi, HDMI, Windows 10 / 500GB External HDD","The laptop worked great until I called FusionTech, they dialed in and performed a diagnostics on the system.  There was a memory card error.  Sent the laptop to FusionTech.  Then it was a motherboard issue.  Escalated and found out the errors were because the seller installed unsupported third-party components and components that were beyond the motherboard's ability to support.<br /><br />The seller used third-party parts for the memory cards (16G each) and replaced the 128G SSD with a 512G SSD.  FusionTech's motherboard for this laptop only supports 8G memory cards and 128G SSD.  In addition, the board does not support third-party components and will generate error codes.<br /><br />FusionTech explained these issues void the warranty.  Contacted the seller and sent me a legal quote from Mag-Moss Warranty Act stating why FusionTech can't refuse my warranty.  The issue is the seller modified the laptop beyond its supportability.  FusionTech offers a laptop with this config that is supported but the seller opted to modify a lower-end laptop and sell it as a higher-end laptop.<br /><br />The point is the seller is deceptive in the product presentation and the issues can cause malfunctions with the laptop that FusionTech will not cover or fix.  I wouldn't have found this out if I had not happened to run a health diagnostic from FusionTech on the laptop.",1.0,performance,82.5,CRITICAL
184,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","Audio NIGHTMARE! I closed the lid for 6 months(hoped updates would make it ""useable"") and I'm still dealing with audio problems! Sometimes I have no audio...ZERO.  And when I have it, it lowers itself.....Worse laptop i've purchased ever! There are other options other than FusionTech...I'd suggest you use them!",1.0,software,100.0,CRITICAL
185,B08D8MWYSJ,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home","[[VIDEOID:d82b8abf83d6cb55d734823a702b7f08]] Very bad laptop/seller. Hard drive problems and now a battery problem. The seller sends you to deal with FusionTech and does nothing to help you. I spend 1500 in a laptop with PConline365 and they send me to deal with FusionTech.<br />I send the laptop to FusionTech, they returned it to me saying that nothing was wrong (now the warranty is expired) and now I have battery problems that can not be solved online.<br />Not good",1.0,battery,100.0,CRITICAL
186,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver","As the headline said, this is the BRAND NEW FusionTech ABC15. Spacebar literally stopped working and FusionTech has no repair options available. Screen is beautiful, battery life seemed phenomenal, but the most fundamental part of the computer stopped working in less than 3 days. On to another manufacturer.",1.0,battery,100.0,CRITICAL
187,B07XKYPZ8P,"FusionTech G3 15.6"" Full HD Gaming Laptop, 8th Gen Intel Core i5-8300H, 8GB Memory, 1TB Hard Drive, NVIDIA GeForce GTX 1060 6GB, Windows 10",So far so good,5.0,general,20.0,LOW
188,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","This is a truly great laptop! I got my hands on this to try it as I wanted to get back into gaming, particularly of the PC variety (with COVID-19 going on, we all have a lot more free time). Running my favorite games of an older style, such as Elder Scrolls - Oblivion, I ran into no issues whatsoever and was able to play it just as smoothly as I had when I was younger! Newer games like Fall Guys ran just as well, and I was very excited as to just how fast loading times are; there's virtually no concern as to whether you've run into a hang-up through longer-than-usual loading times, or anything of that nature!<br /><br />I must admit, I'm not as savvy with the ins and outs of what a real gaming aficionado will look for in a laptop like this, but I must say that a casual gamer like me is extremely happy with this product. With the Geforce RTX graphics card that comes with it, you can certainly tell the difference; at least, I can with this and my old laptop, as to how impressively vivid the graphics are. Battery life is phenomenal, as well, ready for any of your longest sessions.<br /><br />Using this for schoolwork and everything, as a full-time student, has been great as well! Since one of my jobs is work-from-home, it's able to handle the workload of having a Zoom room up for as long as I need to with no issues.<br /><br />I am very, very happy with this laptop! For any casual gamer, for anybody that needs a high-powered laptop for working from home, and I'm sure that any serious gamer that looks into the features of this will find very little to take issue with. Can't go wrong with investing in this!",5.0,battery,35.0,MEDIUM
189,B089HR6CQP,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","It's taken me a week or so to fully digest the functionality and pros/cons of this laptop. Overall, if you read the product description (and know anything about electronics) it's pretty straight forward what you're getting. That being said, I feel it's important to outline a few cool features as well as drawbacks you may overlook.<br /><br />Initial Impression: Materially, this is a really solid piece of equipment. Though somewhat heavier than I expected, this is typical with a gaming laptop. The power adapter is massive however, and unnecessarily so. I don't know if this has anything to do with requiring more energy for intense gaming, but it's literally a quarter the size of the laptop itself. The keys are backlit (which can be turned on and off with the press of a button), and there are ports for virtually everything you could imagine. The screen itself is somewhat of a matte texture which is something I'm not used to, but after a few hours of use I appreciated how it prevents glare. As with most laptops, the brightness is adjustable on the keyboard - something to take into consideration when trying to preserve battery life. That being said, startup was a nightmare... but this was due largely in part to my internet being down - an essential requirement to get up and running. I'm very much a ""plug and play"" kind of guy, so you can imagine my frustration when the computer repeatedly froze on a black screen until I was able to get online to download essential updates and software components (all of which should be pre-installed for a device this new). Trying to add a secondary user was equally frustrating as it also needed to re-download many of the same components as my setup, once again freezing repeatedly. Once past all the initial turmoil, everything was a breeze.<br /><br />Extended use: After a full charge, the battery lasted roughly 2.5-3 hours while I browsed the internet and worked on documents. With streaming and game play, the battery life is surprisingly close to the same (roughly 2 hours depending how much multi-tasking you're doing). The dual fan system is incredibly quiet and kept the laptop from heating more than say your average smartphone after prolonged use.<br /><br />Cortana is your virtual assistant (similar to Siri). While she is accessible from your desktop, you can also enable ""Hey Cortana"" in the settings which will allow her to respond to voice commands.<br /><br />Link your phone using the edge app. This allows you to sync browsing history, favorites, and alternate seamlessly between devices (simply by logging into your Microsoft account). It is worth noting the functionality for Apple products is more limited than Android (which allows you to see/sync SMS, MMS, pictures, and video). I have an iPhone, so I cannot personally attest to whether or not the additional Android features actually work, but the information showed up while setting up my device.<br /><br />Game Shift, a function controlled by a button on your keyboard, is said to increase the fan speed to cool the processor, and prioritizes game data over annoying popups or background apps (and updates). Basically, it is supposed to optimize the resources needed during gaming (processor, video card, memory, etc). I attempted to test this function with several games and did not notice a difference or receive the on-screen prompt that it was working. Perhaps I need to update a driver for this? It wouldn't surprise me given the number of essentials I had to install during setup. That being said, the gaming I did was pretty seamless and ran without issues.<br /><br />It's worth mentioning there is no CD/DVD drive. I completely overlooked this prior to ordering, and the vast majority of my software is on discs. This is easily resolvable with an external drive which costs virtually nothing nowadays.<br /><br />The webcam has an indicator light next to it to ensure privacy (so you know when it's on). The resolution is average, but consistent with other laptop cams on the market.<br /><br />Lastly, a few quick notes. As an avid gamer and video editor, I will say one thing I found discouraging is the computer's memory. Though this is something easily resolved with an external drive, all of these ""plug in"" devices begin to defeat the purpose and simplicity of a laptop. Additionally, the included manual indicates a fingerprint reader on/by the power button... this is NOT a standard feature with all G3 models.<br /><br />Summary: When utilized for office use (or basic functionality) this laptop is superior in terms of speed and software capabilities. For standard gaming it's average, and for the professional gamer it might be underwhelming in some of the areas outlined above. Still, when put to the test it's a reliable laptop that I'd consider a nice addition to FusionTech's product line.",4.0,overheating,52.5,HIGH
190,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver","Great laptop, I don't know why people rate it badly, you know what you are getting, if not then watch the millions review of it on YouTube. Over all I love it so far. Very good touch track and keyboard, love the small bezels they really do make the laptop smaller. Great performance and battery life, easy to use. Also it is new, at least mine is. And it came very fast, much faster than it would have if I ordered it through FusionTech.com ( for me it took 2 days).",5.0,battery,42.5,MEDIUM
191,B0897X5DTP,"FusionTech Worktop 15 7000-15 Inch FHD Touchscreen, Intel Core i7, 8GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 4GB GDDR6, Windows 10 Home (Latest Model) - Silver","Just to be clear,  as they have merged the reviews of several FusionTech laptop models;  I am reviewing a FusionTech Worktop 15 7501 laptop which was first released in July 2020.  It does not have an optical drive and is extremely light and thin for a laptop of this size.<br /><br />I decided to review this from the standpoint of someone getting their first computer.  I am somewhat suited for such a task,  having not owned a PC since Windows 98.  That said I was shocked by what a miserable experience it was trying to activate and operate this FusionTech Worktop 15 out of the box.  Part of this is simply what happens when a Mac user encounters a PC.  And part is more directed at Windows 10 than against the features of this specific PC model.<br /><br />Judging from this,  over the past 20+ years there has been little that I would regard as improvements made to entry level FusionTech laptops,  while complexity has increased geometrically it seems to have been almost entirely in the service of showcasing silly gimmicks.  It is certainly a more powerful machine than my 1998 PC,  so the internet connection permits streaming and gaming applications;  and apparently it can handle ZOOM but I have had it for over six weeks and am still getting nowhere trying to utilize this feature.<br /><br />My 1998 PC out of the box had an optical drive and the installed software to run Excel and Word. And with a simple driver could link to and operate a printer and a scanner.  Navigation could be figured out in a couple of hours.<br /><br />But out of the box with this 2020 version I have been limited to accessing the internet and to sending and receiving email.  That has been the sum total of its functionality.  Although based on Amazon's product detail page there are all sorts of bells and whistles designed into this machine.  To be fair,  with my basic computer needs I suspect that even if I could figure out how to activate them they would be of little value.  I really wish the designers of these basic machines would spend less time trying to dazzle buyers with things that complicate their lives and come out with something that could simply be plugged and immediately applied to a useful purpose.<br /><br />Within hours of opening the box I was wishing that I had not attempted to use it as there were so many invasive questions asked during the registration and set-up that I expect to be plagued with thousands of spam emails over the next decade.  I think that I switched off most of the “receive offers” options and hopefully avoided disclosing my telephone number but I regret ever opening up this can of worms.  I had my first unwanted email within minutes of disclosing my address.<br /><br />What you get in the box is the laptop itself and a power cord (no mouse although that is a quick enough fix).  There are also two small brochures with microscopic print regarding warranty information and several tiny diagrams with minimal explanation.  When you turn it on they begin extracting personal information and internet connection details.  The operation of the laptop and the operating system are not intuitive so if you are not an experienced PC user make sure you have someone handy who can help you navigate the operation of this device.  The screen is pretty much blank and there are few hints about where to find files or downloads.  Portable hard drives and optical drives are only acknowledged,  reading them requires outside apps or guidance.<br /><br />It took me 40 minutes just to figure out how to use their menu to enter my date of birth,  it would not allow me to just type it in the field.  It  took about the same amount of time for Cortina (the chatty set-up assistant) and I to give up on activating the  fingerprint reader;  she simply stopped prompting me and I thought it was finally activated - but the next time I tried to log-on it did not work.  I was  able to access the internet and I eventually I stumbled across the Microsoft Office software.  But the software requires yet another registration and is only good for seven days before you have to purchase a subscription; seriously can't FusionTech just provide generic pre-installed software for something this basic?<br /><br />To be fair there are online courses and books that will allow you to track up the learning curve and there is always on-line tech support if you want to devote even more hours to the task.<br /><br />First impression is that this is a flimsy feeling laptop,  with moderate effort you could fold the screen in half.  Overall a huge disappointment for me but a seasoned Windows 10 user will not experience the same setup irritations.",2.0,battery,72.5,HIGH
192,B07RGJ4PRJ,"FusionTech G5 15 5590 15.6 inch FHD Gaming Laptops (Black) Intel Core i5-8300H 8th Gen, 8GB RAM, 128GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050Ti 4GB GDDR5 (G5590-5547BLK-PUS)",After 2 days la use the screen went black.,1.0,screen,100.0,CRITICAL
193,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver","I'm giving this laptop a middle grade, but not based on person experience, but based on my perception of the reviews posted here.  It is obvious by many of the comments made that FusionTech is right back to where it was many years ago... poor customer service.  Also, there appears to be games being played by FusionTech/Amazon re the ""new-ness"" of its machines purchased via Amazon.  Bottom line, there are too many black eyes being given by other reviewers that are affecting my purchase decision... and for that, I'm taking a pass on this unit until FusionTech/Amazon gets its act together... again.",3.0,software,55.0,HIGH
194,B06XFG7157,"FusionTech Worktop 15 5000 5577 Gaming Laptop - (15.6"" Full HD (1920x1080), Intel Quad-Core i5-7300HQ Processor, 1TB HDD, 8GB DDR4 DRAM, NVIDIA GeForce GTX 1050 4GB VRAM, Windows 10","So, my partner bought this laptop for me back in late 2017 (which is why you won't see a verified purchase for me; it's on their Amazon account). A few months into buying it, I had issues with the internal power supply, so I ended up having to send it to FusionTech to get it repaired (it was still in warranty). Since then, it's been absurdly stable, and the only real issue I've had is that the screen appears to occasionally flicker oddly and become all washed out.<br /><br />I've upgraded the stock HDD to dual SSDs (one NVMe, one SATA), upgraded the RAM to 16 GB (2x8GB, using the stock + an extra 8GB), and currently run Ubuntu 20.04 LTS as my sole OS. Even at stock components, the computer is snappy and performs well, assuming you tweak the OS to fit the computer. That's easier said than done, but I had a perfectly tweaked stock Win10 + WSL setup, Debian setup, Manjaro setup, and Ubuntu setup on this thing.<br /><br />If you buy this computer new from FusionTech, do yourself a favor and either do a Fresh Start in Windows 10 or wipe the hard drive and start with a stock OS. This will get rid of all the FusionTech garbage and give you stock settings and open up some settings that are locked down in the FusionTech-modified version of Win10. You *will* have to download nvidia's drivers, but Windows 10 should boot in Intel mode by default. Ubuntu won't, but if you tweak GRUB settings (add nouveau.modeset=""0"" to the startup command line on installer boot and first boot), you'll get a booting system.<br /><br />Once running, you'll want to do something about power limit throttling. The main issue with this laptop isn't heat (though heat is still sometimes an issue, if you can disassemble laptops it is never a bad idea to replace the internal cooling compound with something a bit fresher), it's the overzealous processor governor that drops the 4x2.5GHz (3.5GHz turbo) i5 to its minimum of 0.8GHz whenever the governor thinks the processor is drawing too much power. I forget exactly how to change it in Windows (it's been a while), but in Ubuntu, the solution turned out to be 'uninstall all processor governors and let the processor self-govern'.<br /><br />After all this is done, what do you get? You get a relatively cheap laptop with a discrete graphics card. Performance is high even when running Windows games through the added overhead of WINE and Proton (which translates Windows/DirectX commands to Linux/Vulkan). I consistently get 60 FPS with max settings in Warframe pretty much everywhere except the open-world areas, where framerates sometimes drop to the low 50s. Moreover, it's snappy and responsive for everyday tasks, but again, only once you've fixed the power limit throttle slowdowns.<br /><br />If you're fine with tweaking a laptop's default setup to better suit the hardware and looking up problems for obscure issues, this laptop will surprise you with just how much power is in it. If not, you'll be limited to some extent.",4.0,overheating,52.5,HIGH
195,B07PPDQY72,"FusionTech 2019 Newest Mercury Flagship Laptop Notebook Computer 15.6"" FHD Display Intel Core i7-7500U Processor 16GB DDR4 RAM 512GB SSD NVIDIA GeForce 940MX Bluetooth HDMI Windows 10 Professional","I knew that FusionTech laptops are not good any more, but again deceived myself hoping that it will be. But I was wrong.. In a normal usesage of typing a letter, error message comes and it reboots itself, either ram problem or graphic card. The old weak points of FusionTech that still continues. Buy please a cheap rubbish and still you will be the winner. But do not buy this one! And one more thing to this rubbish: audio jack for headset does not work. The only reason that I do not send the two laptops that I have bought is that we have sent them to our office overseas.",1.0,performance,100.0,CRITICAL
196,B07T4HGF79,"FusionTech ABC 15 laptop 15.6"", 4K UHD InfinityEdge Touch, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 1TB SSD storage, 16GB RAM, ABC7590-7565SLV-PUS","Great laptop but color accuracy sucks... I miss my macbook just for that.  If youre getting this for entertainment, online surfing or school work great.  If you plan to do any video or picture editing don't even think about it.  *Update* it's been 6 months since I owned this laptop and everything else work just as advertised but I really havent used this computer much because off its Resolution and Color calibration problem.  When edit video/picture, I have no idea what I'm gonna get when transferring files to other devices. If Anyone wants to by it, it cost 2k new but I'll give it up for $1400  DM Instagram @portrait_creativity1",2.0,screen,72.5,HIGH
197,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver","Be careful, FusionTech laptops are falling in quality in the last year.  We bought one of these and it kept locking up right out of the box.  FusionTech support was horrible.  I have had 4 calls, countless hours, reinstalled the OS 3 times and they still are dragging their heals on how to address it.  Avoid their products during this downtime in their product quality.  The last offer was to ship it to them to fix the hardware... it was a brand new laptop and they offer to repair the broken parts.  They are unbelievable.",1.0,build_quality,100.0,CRITICAL
198,B08D8LWXG2,"FusionTech 2021 Newest G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 16GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home","Specs are as advertised. They installed a basic windows 10, that removed bloatware, unfortunately it also removed the FusionTech support programs. And I often get a BSOD saying the software verification failed. Not sure if they installed windows 10 with a legit product number. Going to try to download FusionTech's bio update and support programs especially whatever the G/F7 key is supposed to pull up .",4.0,performance,92.5,CRITICAL
199,B07T4HGF79,"FusionTech ABC 15 laptop 15.6"", 4K UHD InfinityEdge Touch, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 1TB SSD storage, 16GB RAM, ABC7590-7565SLV-PUS","I purchased this laptop in October, 2019.  Everything worked fine until July 2020.  Tried to turn it on one morning and it would not turn on. I cannot power it up and it will not turn on. I took it to Geek Squad for an evaluation and they told me there is nothing they can do short of replacing the motherboard.  I will never buy a FusionTech computer again.",2.0,customer_service,72.5,HIGH
200,B089HJX59L,"FusionTech ABC 15 - 15 Inch FHD+, Intel Core i7 10th Gen, 16GB Memory, 512GB Solid State Drive, Nvidia GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Silver","I love everything about this laptop... EXCEPT THE WEBCAM. I bought this to conduct telehealth sessions and this one thing matters more than anything and it's the one truly horrible thing about it. I look blurry, pixelated, and ghost-like. I spent a lot of money on this and now I have to buy a Webcam.",3.0,software,55.0,HIGH
201,B08D8MWYSJ,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home",I got this for my son and he is really happy with this computer. He is able to use it for online school and also for gaming! Its fast and the graphics are amazing!,5.0,general,20.0,LOW
202,B08D8N6L9V,"FusionTech 2021 Newest G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 256GB PCIe Solid State Drive + 1TB HDD, HDMI, WiFi, Backlit Keyboard, Win10 Home",The screen is coated with glitter,3.0,screen,62.5,HIGH
203,B07T1DTF4F,"FusionTech - ABC7590-7572SLV-PUS ABC 15 7590 Laptop 15.6 inch, 4K UHD OLED InfinityEdge, 9th Gen Intel Core i7-9750H, NVIDIA GeForce GTX 1650 4GB GDDR5, 256GB SSD, 16GB RAM, Windows 10 Home, ABC7590-7572SLV-PUS, 15-15.99 inches Silver","Like:<br />the  4K Screen, the OLED panel everything looks sharp and beautiful.<br /><br />Dislike:<br />The mouse pad always freezes. i don't know why this is causing it just stops functioning then i have to connect an external mouse until the laptop mouse pad feels to function back. very irritating. Also my FusionTech lap is always up to date.",4.0,screen,52.5,HIGH
204,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)",The best laptop I ever purchased.,5.0,general,20.0,LOW
205,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",It's a good and worthy purchase.,5.0,value,27.5,MEDIUM
206,B08D8MWYSJ,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home","It's a good laptop for the price. It runs nice when its plugged in and I can get up to 130 fps. However, if it's not plugged in it doesnt last long and freezes up sometimes. The fps also usually drops to 1-10 fps when not plugged in.  I like the keyboard and mousepad.  The screen quality is good and the sound is okay.",4.0,screen,52.5,HIGH
207,B07R7XCZD7,"FusionTech G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS","I bought this laptop and new laptop  had issues with its motherboard, RAM and hard dsik. I sent it to my sister for her school purpose to India. She is facing lot of problem with this. And we are getting no support from FusionTech. I would recommend others not to buy this one",1.0,performance,100.0,CRITICAL
208,B0897WZSZ6,"New FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop (Silver) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia GTX 1650 Ti with 4GB GDDR6, Window 10 Pro (ABC9500-7845SLV-PUS)","FusionTech ABC 15 9500<br /><br />This is a magnificent 15.6 in laptop created for the creative professional. It is capable of gaming but does not accel in that field. The version I selected has the following hardware:<br />- i7 10750H<br />- GTX 1650 ti<br />- 16GB RAM<br />- 1TB SSD<br />-86 WHr battery (good for 8-9 hours of normal internet surfing)<br /><br />Appearance:<br />-The dimensions of this laptop are: H= .71” (18mm) W= 13.57” (344.72mm) D= 9.06” (230.14mm). It is 4.5 lbs (2.05 kg).<br />-The chassis is made of CNC aluminum. The FusionTech logo in the center of the lid is glossy.<br />-The palm wrest is a soft black carbon fiber with a touchpad is 5.9” x3.5” which is similar to that of a MacBook.<br /><br />Display<br />-The laptop has a 16:10 infinity-edge display. This means that where are almost no bezels on this screen at all. My model has a 3840x2400 screen with VESA certifiedHDR400 sporting a 500nit display. It has 100% Adobe RGB and 94% DCI-P3 color gamut.<br /><br />GTG so finishing quickly:<br /><br />Features:<br />-Windows hello (facial recognition)<br />-Finger print scanner<br />-720p camera on top of display<br />-nice IO with 2 thunderbolt 3 ports on the left along with a Kensington lock slot and on the right a USB-C with charging capabilities, a headphone jack and a SD card slot on the right.<br />-The laptop comes with an adapter allowing you to use an HDMI or USB-type A device.<br />-laptop has WiFi and Bluetooth connectivity<br /><br />***Note***<br />-The first batch of this product had a touchpad wobble that may also click unintentionally. Mine did not have this issue.<br /><br />-The McAfee free antivirus that comes with the computer greatly increases the drain of battery life. I recommend removal.",5.0,battery,42.5,MEDIUM
209,B08D8N7ST2,"2021 Newest FusionTech G3 15.6'' FHD Gaming Laptop, Intel i5-10300H, NVIDIA GeForce GTX 1650, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, Webcam, WiFi, Backlit Keyboard, Win10 Home",Everything OK,5.0,general,20.0,LOW
210,B07V2SBJRX,"Newest FusionTech G3 17.3"" FHD High Performance Gaming Laptop, Intel Quad Core i5-8300H up to 4.0GHz, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 4GB GDDR5, Backlit Keyboard, Windows 10","This was a GAMING COMPUTER. First, I had to buy an extra 8 gb of RAM. Then, it stopped working while I was PLAYING A GAME!!  It just popped off, like a light bulb burning out. Wouldn't turn on for 2 days. I switched cords and then it started. Backing everything up now and will be demanding a refund. Switching to HP - had it with FusionTech.",1.0,overheating,82.5,CRITICAL
